Company,Product,Cpu,Ram,Gpu,OpSys,Inches,Price,Cpu_brand,Gpu_brand,HDD,SSD,LogPrice
Lenovo,IdeaPad 5 15ITL05 82FG01UUIN Laptop,"Quad Core, 8 Threads",16,2GB NVIDIA GeForce MX450,Windows 11 OS,15.6,74888,"Quad Core,",2GB,0,512,11.22374894
HP,Victus 16-d0302TX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,16.1,66500,"Hexa Core,",4GB,0,512,11.10495723
Dell,‎G16-7630 2023 Gaming Laptop,14 Cores (6P + 8E),16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16,156799,14 Cores,8GB,0,1000,11.96272001
Dell,2023 ‎G16-7630 Gaming Laptop,14 Cores (6P + 8E),32,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16,166899,14 Cores,8GB,0,1000,12.02514412
Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,89990,10 Cores,Intel,0,512,11.40745383
HP,Omen 17-cm2003TX Gaming Laptop,"16 Cores (8P + 8E), 24 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,17.3,171499,16 Cores,8GB,0,1000,12.05233271
HP,14s-dr3003TU 832T7PA Laptop,"Quad Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,14,29999,"Quad Core,",Intel,0,512,10.30891933
Lenovo,IdeaPad 3 15ITL6 82H8038WIN Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,35998,"Dual Core,",Intel,0,512,10.49121866
Dell,Inspiron 15 3530 Laptop,"5 Cores (1P + 4E), 6 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,44989,5 Cores,Intel,0,512,10.71417329
Acer,Aspire 3 A315-59 NX.K6TSI.00C Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel Iris Xe Graphics ,Windows 11 OS,15.6,34990,Hexa Core,Intel,0,512,10.46281759
Infinix,INBook X2 Slim Series XL23 Laptop,"Quad Core, 8 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14,48990,"Quad Core,",Intel,0,512,10.79937147
Dell,Inspiron 7430 IC7430PXXWC001ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,14,72990,10 Cores,Intel,0,512,11.19807772
Dell,Inspiron 5430 IN54308TR2G001ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,71570,10 Cores,Intel,0,512,11.17843127
HP,Victus 15-fb0137AX Gaming Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,74990,"Octa Core,",4GB,0,512,11.22511005
Asus,Eeebook 15 E510MA-EJ011WS Laptop,"Dual Core, 2 Threads",8,Intel UHD Integrated,Windows 11 OS,15.6,25990,"Dual Core,",Intel,0,256,10.16546713
HP,ProBook 445 G8 7K2J8PA Business Laptop,"Octa Core, 16 Threads",8,AMD Radeon,DOS OS,14,46490,"Octa Core,",AMD,0,512,10.74699251
Dell,Inspiron 5430 IN5430YXVW9M01ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,14,64590,10 Cores,Intel,0,512,11.07581488
Dell,Inspiron 3530 IN3530NM1NN001ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,63990,10 Cores,Intel,0,512,11.0664821
MSI,Creator Z17 HX Studio A13V Laptop,"14 Cores (6P + 8E), 20 Threads",32,8GB NVIDIA GeForce RTX 4070,Windows 11 OS,17,247999,14 Cores,8GB,0,1000,12.42117999
Dell,Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,16,93990,10 Cores,Intel,0,512,11.45094367
HP,Victus 15-fb0131AX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB AMD Radeon RX 5600M ,Windows 11 OS,15.6,51990,"Hexa Core,",4GB,0,512,10.85880667
Asus,Vivobook 16 2023 M1605YA-MB521WS Laptop,"Hexa Core, 12 Threads",8,AMD Radeon AMD,Windows 11 OS,16,47990,"Hexa Core,",AMD,0,512,10.77874793
Lenovo,V14 G3 82TSA01KIH Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel Integrated UHD,DOS OS,14,34390,Hexa Core,Intel,0,512,10.4455211
Acer,Aspire 7 A715-76G NH.QMESI.003 Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,15.6,50990,Octa Core,4GB,0,512,10.83938481
HP,15s-fq3071TU Laptop,"Dual Core, 2 Threads",8,Intel Integrated UHD Graphics,Windows 11  OS,15,28490,"Dual Core,",Intel,0,512,10.25730843
MSI,Katana 15 B12UDXK-1017IN Gaming Laptop,"10 Cores (6P + 4E), 16 Threads",8,6GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,79990,10 Cores,6GB,0,512,11.28965691
MSI,Katana 15 B12UDXK-1019IN Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,6GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,79990,Octa Core,6GB,0,1000,11.28965691
Acer,One 14 Z2-493 Business Laptop,"Quad Core, 8 Threads",8,AMD Radeon Radeon Graphics,Windows 11 OS,14,29990,"Quad Core,",AMD,0,512,10.30861927
HP,Victus 15-fb0135AX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,59990,"Hexa Core,",4GB,0,512,11.00193316
Acer,Swift Edge 16 2023 Laptop,"Octa Core, 16 Threads",16,AMD Radeon AMD,Windows 11 OS,16,107399,"Octa Core,",AMD,0,1000,11.58430615
Dell,G15-5530 Gaming 2023 Laptop,14 Cores (6P + 8E),16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,15.6,129199,14 Cores,8GB,0,512,11.76910913
Dell,G15-5530 Gaming Laptop,14 Cores (6P + 8E),16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,119990,14 Cores,6GB,0,512,11.69516368
Dell,‎G16-7630 Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16,187490,24 Cores,8GB,0,1000,12.14148079
Dell,G15-5530 2023 Gaming Laptop,14 Cores (6P + 8E),16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,125699,14 Cores,6GB,0,512,11.74164544
Acer,Aspire Vero AV14-52P NX.KJTSI.002 Laptop,"Hexa Core (2P + 4E), 8 Threads",16,Intel Integrated UHD,Windows OS,14,49990,Hexa Core,Intel,0,512,10.81957826
Acer,Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,15.6,56990,10 Cores,Intel,0,512,10.95063109
Asus,Vivobook 15X 2023 K3504VAB-NJ321WS Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Integrated Intel UHD Graphics,Windows 11 OS,15.6,44990,Hexa Core,Integrated,0,512,10.71419552
Asus,TUF A15 FA577RM-HQ032WS Laptop,"Octa Core, 16 Threads",16,6GB NVIDIA GeForce RTX 3060,Windows 11  OS,15.6,110000,"Octa Core,",6GB,0,1000,11.60823564
Asus,ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop,"Octa Core, 16 Threads",32,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,14,189990,"Octa Core,",8GB,0,1000,12.15472672
Asus,TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,129990,14 Cores,6GB,0,512,11.7752128
Asus,TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop,"Octa Core, 16 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,131990,"Octa Core,",6GB,0,1000,11.79048144
